,Full Title,ISSN,Product ID,Change History
1428,Journal of Infection,0163-4453,12631,
1429,Journal of Infection and Chemotherapy,1341-321X,18048,
1430,Journal of Infection and Public Health,1876-0341,05613,
1431,Journal of Information Security and Applications,2214-2126,02199,Formerly known as Information Security Technical Report
1432,Journal of Informetrics,1751-1577,04091,
1433,Journal of Innovation & Knowledge,2444-569X,16414,
1434,Journal of Inorganic Biochemistry,0162-0134,07711,Formerly known as Bioinorganic Chemistry
1435,Journal of Insect Physiology,0022-1910,00231,
1436,Journal of Integrative Agriculture,2095-3119,08568,Formerly known as Agricultural Sciences in China
1437,Journal of Integrative Medicine,2095-4964,17068,
1438,Journal of Interactive Marketing,1094-9968,07816,Formerly known as Journal of Direct Marketing
1439,"Journal of International Accounting, Auditing and Taxation",1061-9518,07424,
1440,Journal of International Economics,0022-1996,05395,
1441,"Journal of International Financial Markets, Institutions and Money",1042-4431,05442,
1442,Journal of International Management,1075-4253,07684,
1443,Journal of International Money and Finance,0261-5606,03055,
1444,Journal of Interprofessional Education & Practice,2405-4526,18798,
1445,Journal of Interventional Medicine,2096-3602,30013,
1446,Journal of Invertebrate Pathology,0022-2011,12071,
1447,Journal of Investigative Dermatology,0022-202X,07715,
1448,Journal of Investigative Dermatology Symposium Proceedings,1087-0024,18853,
1449,Journal of the Japanese and International Economies,0889-1583,12072,
1450,Journal of King Saud University - Computer and Information Sciences,1319-1578,08746,
1451,Journal of King Saud University - Engineering Sciences,1018-3639,08752,
1452,Journal of King Saud University - Science,1018-3647,08679,
1453,Journal of Logical and Algebraic Methods in Programming,2352-2208,07717,Formerly known as The Journal of Logic and Algebraic Programming
1454,Journal of Loss Prevention in the Process Industries,0950-4230,03056,
1455,Journal of Luminescence,0022-2313,05202,
1456,Journal of Macroeconomics,0164-0704,05470,
1457,Journal of Magnesium and Alloys,2213-9567,17010,
1458,Journal of Magnetic Resonance,1090-7807,12076,"Incorporating Journal of Magnetic Resonance, Series A and Journal of Magnetic Resonance, Series B"
1459,Journal of Magnetism and Magnetic Materials,0304-8853,05203,
1460,Journal of Management Science and Engineering,2096-2320,18438,
1461,Journal of Manipulative and Physiological Therapeutics,0161-4754,13026,
1462,Journal of Manufacturing Processes,1526-6125,01056,
1463,Journal of Manufacturing Systems,0278-6125,02092,
1464,Journal of Marine Systems,0924-7963,05345,
1465,Journal of Materials Processing Technology,0924-0136,06017,Formerly known as Journal of Mechanical Working Technology
1466,Journal of Materials Research and Technology,2238-7854,15985,
1467,Journal of Materials Science & Technology,1005-0302,12886,
1468,Journal of Materiomics,2352-8478,18181,
1469,Journal of Mathematical Analysis and Applications,0022-247X,12073,
1470,The Journal of Mathematical Behavior,0732-3123,07457,
1471,Journal of Mathematical Economics,0304-4068,06018,
1472,Journal of Mathematical Psychology,0022-2496,12075,
1473,Journal de Mathématiques Pures et Appliquées,0021-7824,09041,
1474,Journal of the Mechanical Behavior of Biomedical Materials,1751-6161,03080,
1475,Journal of the Mechanics and Physics of Solids,0022-5096,00220,
1476,Journal of Medical Imaging and Radiation Sciences,1939-8654,13431,Formerly known as Canadian Journal of Medical Radiation Technology
1477,Journal of Membrane Science,0376-7388,05163,
1478,Journal of Memory and Language,0749-596X,12074,Formerly known as Journal of Verbal Learning and Verbal Behavior
1479,Journal of Microbiological Methods,0167-7012,05058,
1480,"Journal of Microbiology, Immunology and Infection",1684-1182,08709,
1481,Journal of Minimally Invasive Gynecology,1553-4650,13372,Formerly known as The Journal of the American Association of Gynecologic Laparoscopists
1482,Journal of Molecular Biology,0022-2836,12615,
1483,Journal of Molecular and Cellular Cardiology,0022-2828,12614,
1484,The Journal of Molecular Diagnostics,1525-1578,14040,
1485,Journal of Molecular Graphics and Modelling,1093-3263,07721,Formerly known as Journal of Molecular Graphics
1486,Journal of Molecular Liquids,0167-7322,05169,Formerly known as Advances in Molecular Relaxation and Interaction Processes
1487,Journal of Molecular Spectroscopy,0022-2852,12077,
1488,Journal of Molecular Structure,0022-2860,05170,
1489,Journal of Monetary Economics,0304-3932,05398,Incorporating Carnegie-Rochester Conference Series on Public Policy
1490,Journal of Multinational Financial Management,1042-444X,05443,
1491,Journal of Multivariate Analysis,0047-259X,12078,
1492,Journal de Mycologie Médicale,1156-5233,09351,
1493,Journal of the National Medical Association,0027-9684,18876,
1494,Journal of Natural Gas Geoscience,2468-256X,18351,
1495,Journal of Natural Gas Science and Engineering,1875-5100,08655,
1496,Journal for Nature Conservation,1617-1381,10009,
1497,Journal of Neonatal Nursing,1355-1841,12606,
1498,Journal of Network and Computer Applications,1084-8045,12653,Formerly known as Journal of Microcomputer Applications
1499,Journal of Neuroimmunology,0165-5728,05060,Incorporating Advances in Neuroimmunology
1500,Journal of Neurolinguistics,0911-6044,00866,
1501,Journal of the Neurological Sciences,0022-510X,05063,
1502,Journal of Neuroradiology,0150-9861,15564,
1503,Journal of Neuroscience Methods,0165-0270,05061,
1504,Journal of Non-Crystalline Solids,0022-3093,05204,
1505,Journal of Non-Crystalline Solids: X,2590-1591,18458,
1506,Journal of Non-Newtonian Fluid Mechanics,0377-0257,05172,
1507,Journal of Nuclear Materials,0022-3115,05205,
1508,Journal of Number Theory,0022-314X,12079,
1509,The Journal for Nurse Practitioners,1555-4155,14023,
1510,Journal of Nursing Regulation,2155-8256,18841,
1511,Journal of Nutrition Education and Behavior,1499-4046,13410,Formerly known as Journal of Nutrition Behavior
1512,Journal of Nutrition & Intermediary Metabolism,2352-3859,14201,
1513,The Journal of Nutritional Biochemistry,0955-2863,07714,
1514,Journal of Obsessive-Compulsive and Related Disorders,2211-3649,14065,
1515,"Journal of Obstetric, Gynecologic & Neonatal Nursing",0884-2175,18868,Formerly known as JOGN Nursing
1516,Journal of Obstetrics and Gynaecology Canada,1701-2163,18862,Formerly Known as Journal SOGC
1517,Journal of Ocean Engineering and Science,2468-0133,18270,
1518,Journal of Optometry,1888-4296,15780,
1519,Journal of Oral Biology and Craniofacial Research,2212-4268,10092,
1520,Journal of Oral Biosciences,1349-0079,10102,
1521,Journal of Oral and Maxillofacial Surgery,0278-2391,13068,
1522,"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",2212-5558,12889,Formerly known as Asian Journal of Oral and Maxillofacial Surgery
1523,Journal of Organometallic Chemistry,0022-328X,06019,
1524,Journal of Orthopaedic Science,0949-2658,18211,
1525,Journal of Orthopaedic Translation,2214-031X,17009,
1526,Journal of Orthopaedics,0972-978X,08825,
1527,Journal of Otology,1672-2930,18135,
1528,Journal of Outdoor Recreation and Tourism,2213-0780,18009,
1529,The Journal of Pain,1526-5900,13134,Formerly known as Pain Forum
1530,Journal of Pain and Symptom Management,0885-3924,07725,
1531,Journal of Parallel and Distributed Computing,0743-7315,12080,
1532,Journal of Pediatric and Adolescent Gynecology,1083-3188,07752,Formerly known as Adolescent and Pediatric Gynecology
1533,Journal of Pediatric Health Care,0891-5245,13176,
1534,Journal of Pediatric Nursing,0882-5963,13162,
1535,Journal of Pediatric Surgery,0022-3468,13069,
1536,Journal of Pediatric Surgery Case Reports,2213-5766,14136,
1537,Journal of Pediatric Urology,1477-5131,04070,
1538,The Journal of Pediatrics,0022-3476,13249,
1539,The Journal of Pediatrics: X,2590-0420,18942,
1540,Journal de Pédiatrie et de Puériculture,0987-7983,09040,
1541,Journal of PeriAnesthesia Nursing,1089-9472,13187,
1542,Journal of Petroleum Science and Engineering,0920-4105,05346,
1543,Journal of Pharmaceutical Analysis,2095-1779,08782,
1544,Journal of Pharmaceutical and Biomedical Analysis,0731-7085,05173,
1545,Journal of Pharmaceutical Sciences,0022-3549,18866,Formerly known as Journal of the American Pharmaceutical Association (Scientific ed.)
1546,Journal of Pharmacological Sciences,1347-8613,18119,Formerly known as Japanese Journal of Pharmacology
1547,Journal of Pharmacological and Toxicological Methods,1056-8719,07726,Formerly known as Journal of Pharmacological Methods
1548,Journal of Phonetics,0095-4470,12626,
1549,Journal of Photochemistry and Photobiology A: Chemistry,1010-6030,06020,Formerly part of Journal of Photochemistry
1550,Journal of Photochemistry and Photobiology B: Biology,1011-1344,06021,Formerly part of Journal of Photochemistry
1551,Journal of Photochemistry and Photobiology C: Photochemistry Reviews,1389-5567,06054,
1552,Journal of Physics and Chemistry of Solids,0022-3697,00229,
1553,Journal of Physiotherapy,1836-9553,08739,Formerly known as Australian Journal of Physiotherapy
1554,Journal of Plant Physiology,0176-1617,10010,Formerly known as Zeitschrift für Pflanzenphysiologie; Incorporating Biochemie und Physiologie der Pflanzen
1555,"Journal of Plastic, Reconstructive & Aesthetic Surgery",1748-6815,12727,Formerly known as British Journal of Plastic Surgery
1556,Journal of Policy Modeling,0161-8938,07729,
1557,Journal of Power Sources,0378-7753,06022,
1558,Journal of Pragmatics,0378-2166,05291,
1559,Journal of Process Control,0959-1524,03057,
1560,Journal of Professional Nursing,8755-7223,13189,
1561,The Journal of Prosthetic Dentistry,0022-3913,13029,
1562,Journal of Prosthodontic Research,1883-1958,05616,
1563,Journal of Proteomics,1874-3919,05052,Formerly known as Journal of Biochemical and Biophysical Methods
1564,Journal of Psychiatric Research,0022-3956,00241,
1565,Journal of Psychosomatic Research,0022-3999,07550,
1566,Journal of Public Economics,0047-2727,06023,
1567,Journal of Purchasing and Supply Management,1478-4092,03028,Formerly known as European Journal of Purchasing & Supply Management
1568,Journal of Pure and Applied Algebra,0022-4049,05292,
1569,Journal of Quantitative Spectroscopy and Radiative Transfer,0022-4073,00272,
1570,Journal of Radiology Nursing,1546-0843,13356,
1571,Journal of Rail Transport Planning & Management,2210-9706,12939,
1572,Journal of Rare Earths,1002-0721,08561,
1573,Journal of Renal Nutrition,1051-2276,13264,
1574,Journal of Reproductive Immunology,0165-0378,08034,
1575,Journal of Research in Personality,0092-6566,12081,
1576,Journal of Retailing,0022-4359,07427,
1577,Journal of Retailing and Consumer Services,0969-6989,03058,
1578,Journal of Rock Mechanics and Geotechnical Engineering,1674-7755,10180,
1579,Journal of Rural Studies,0743-0167,00348,
1580,Journal of Safety Research,0022-4375,00679,
1581,Journal of Saudi Chemical Society,1319-6103,08693,
1582,Journal of the Saudi Society of Agricultural Sciences,1658-077X,08744,
1583,Journal of School Psychology,0022-4405,00699,
1584,Journal of Science: Advanced Materials and Devices,2468-2179,18339,
1585,Journal of Science and Medicine in Sport,1440-2440,04244,
1586,Journal of Sea Research,1385-1101,05453,Formerly known as Netherlands Journal of Sea Research
1587,Journal of Second Language Writing,1060-3743,07458,
1588,The Journal of Sexual Medicine,1743-6095,18846,
1589,Journal of Shoulder and Elbow Surgery,1058-2746,13085,
1590,The Journal of Social Studies Research,0885-985X,14139,
1591,Journal of Solid State Chemistry,0022-4596,12084,
1592,Journal of Sound and Vibration,0022-460X,12616,
1593,Journal of South American Earth Sciences,0895-9811,00839,
1594,Journal of Space Safety Engineering,2468-8967,18383,
1595,Journal of Sport and Health Science,2095-2546,08822,
1596,Journal of Statistical Planning and Inference,0378-3758,05401,
1597,The Journal of Steroid Biochemistry and Molecular Biology,0960-0760,00333,Formerly known as Journal of Steroid Biochemistry
1598,"Journal of Stomatology, Oral and Maxillofacial Surgery",2468-7855,15760,"Formerly known as Revue de Stomatologie, de Chirurgie Maxillo-faciale et de Chirurgie Orale"
1599,Journal of Stored Products Research,0022-474X,00306,
1600,The Journal of Strategic Information Systems,0963-8687,05402,
1601,Journal of Stroke and Cerebrovascular Diseases,1052-3057,13324,
1602,Journal of Structural Biology,1047-8477,12082,Formerly known as Journal of Ultrastructure and Molecular Structure Research
1603,Journal of Structural Biology: X,2590-1524,18946,
1604,Journal of Structural Geology,0191-8141,00539,
1605,Journal of Substance Abuse Treatment,0740-5472,07553,
1606,The Journal of Supercritical Fluids,0896-8446,05452,
1607,Journal of Surgical Education,1931-7204,07589,Formerly known as Current Surgery
1608,Journal of Surgical Research,0022-4804,12083,
1609,Journal of Symbolic Computation,0747-7171,12654,
1610,Journal of Systems Architecture,1383-7621,05299,Formerly known as Microprocessing and Microprogramming
1611,Journal of Systems and Software,0164-1212,07735,
1612,Journal of Taibah University Medical Sciences,1658-3612,10133,
1613,Journal of the Taiwan Institute of Chemical Engineers,1876-1070,08611,Formerly known as Journal of the Chinese Institute of Chemical Engineers
1614,Journal of Terramechanics,0022-4898,00302,
1615,Journal of Theoretical Biology,0022-5193,12617,
1616,Journal de Thérapie Comportementale et Cognitive,1155-1704,15573,
1617,Journal of Thermal Biology,0306-4565,00383,
1618,The Journal of Thoracic and Cardiovascular Surgery,0022-5223,13088,
1619,Journal of Thoracic Oncology,1556-0864,18831,
1620,Journal of Tissue Viability,0965-206X,04107,
1621,Journal of Trace Elements in Medicine and Biology,0946-672X,10014,
1622,Journal of Traditional Chinese Medical Sciences,2095-7548,18116,
1623,Journal of Traditional and Complementary Medicine,2225-4110,18123,
1624,Journal of Traffic and Transportation Engineering (English Edition),2095-7564,18157,
1625,Journal of Translational Autoimmunity,2589-9090,30057,
1626,Journal of Transport Geography,0966-6923,03060,
1627,Journal of Transport & Health,2214-1405,18022,
1628,Journal de Traumatologie du Sport,0762-915X,15586,
1629,Journal of Urban Economics,0094-1190,12085,
1630,Journal of Urban Management,2226-5856,18138,
1631,Journal of Vascular and Interventional Radiology,1051-0443,13422,
1632,Journal of Vascular Nursing,1062-0303,13181,
1633,Journal of Vascular Surgery,0741-5214,13089,
1634,Journal of Vascular Surgery Cases and Innovative Techniques,2468-4287,18789,Formerly Known as Journal Vascular Surgery Cases
1635,Journal of Vascular Surgery: Venous and Lymphatic Disorders,2213-333X,14133,
1636,Journal of Veterinary Behavior,1558-7878,13411,
1637,Journal of Veterinary Cardiology,1760-2734,05509,
1638,Journal of Virological Methods,0166-0934,05064,
1639,Journal of Visceral Surgery,1878-7886,15866,
1640,Journal of Visual Communication and Image Representation,1047-3203,12087,
1641,Journal of Vocational Behavior,0001-8791,12086,
1642,Journal of Voice,0892-1997,13343,
1643,Journal of Volcanology and Geothermal Research,0377-0273,05347,
1644,Journal of Water Process Engineering,2214-7144,17042,
1645,Journal of Web Semantics,1570-8268,05480,
1646,Journal of Wind Engineering and Industrial Aerodynamics,0167-6105,05207,
1647,Journal of World Business,1090-9516,07432,Formerly known as The Columbia Journal of World Business
1648,Journal of the World Federation of Orthodontists,2212-4438,14122,
1649,JPRAS Open,2352-5878,18755,
1650,JSES Open Access,2468-6026,18398,
1651,JTCVS Techniques,2666-2507,30268,
1652,JVS: Vascular Science,2666-3503,30298,
1653,Kidney International,0085-2538,18849,
1654,Kidney International Reports,2468-0249,18881,
1655,Kidney International Supplements,2157-1716,18848,
1656,Kidney Medicine,2590-0595,30012,
1657,"Kinésithérapie, la Revue",1779-0123,15516,
1658,The Knee,0968-0160,03061,
1659,Knowledge-Based Systems,0950-7051,05293,
1660,Labour Economics,0927-5371,05404,
1661,The Lancet,0140-6736,02284,
1662,The Lancet Child & Adolescent Health,2352-4642,18394,
1663,The Lancet Diabetes & Endocrinology,2213-8587,10182,
1664,The Lancet Digital Health,2589-7500,18451,
1665,The Lancet Gastroenterology & Hepatology,2468-1253,18342,
1666,The Lancet Global Health,2214-109X,17014,
1667,The Lancet Haematology,2352-3026,17745,
1668,The Lancet HIV,2352-3018,17746,
1669,The Lancet Infectious Diseases,1473-3099,02290,
1670,The Lancet Neurology,1474-4422,02291,
1671,The Lancet Oncology,1470-2045,02285,
1672,The Lancet Planetary Health,2542-5196,18390,
1673,The Lancet Psychiatry,2215-0366,17058,
1674,The Lancet Public Health,2468-2667,18355,
1675,The Lancet Respiratory Medicine,2213-2600,17012,
1676,The Lancet Rheumatology,2665-9913,30154,
1677,Land Use Policy,0264-8377,03063,
1678,Landscape and Urban Planning,0169-2046,05117,Formerly known as Landscape Planning; Incorporating Urban Ecology
1679,Language & Communication,0271-5309,00616,
1680,Language Sciences,0388-0001,00867,
1681,"Laparoscopic, Endoscopic and Robotic Surgery",2468-9009,18385,
1682,The Leadership Quarterly,1048-9843,07433,
1683,"Learning, Culture and Social Interaction",2210-6561,12938,
1684,Learning and Individual Differences,1041-6080,07434,
1685,Learning and Instruction,0959-4752,00956,
1686,Learning and Motivation,0023-9690,12088,
1687,Legal Medicine,1344-6223,08143,
1688,Leukemia Research,0145-2126,00583,
1689,Leukemia Research Reports,2213-0489,10120,
1690,Library & Information Science Research,0740-8188,07459,
1691,Life Sciences,0024-3205,07538,
1692,Life Sciences in Space Research,2214-5524,17057,
1693,Limnologica,0075-9511,10033,
1694,Linear Algebra and its Applications,0024-3795,07738,
1695,Lingua,0024-3841,05295,
1696,Linguistics and Education,0898-5898,07460,
1697,Lithos,0024-4937,05348,
1698,Liver Research,2542-5684,18392,
1699,Livestock Science,1871-1413,05118,Formerly known as Livestock Production Science
1700,Long Range Planning,0024-6301,00358,
1701,Lung Cancer,0169-5002,08036,
1702,LWT,0023-6438,12618,
1703,Magnetic Resonance Imaging,0730-725X,07540,
1704,Magnetic Resonance Imaging Clinics of North America,1064-9689,13080,
1705,Management Accounting Research,1044-5005,12677,
1706,Manufacturing Letters,2213-8463,18019,
1707,Marine Chemistry,0304-4203,05349,
1708,Marine Environmental Research,0141-1136,02039,
1709,Marine Genomics,1874-7787,08624,
1710,Marine Geology,0025-3227,05350,
1711,Marine Micropaleontology,0377-8398,05351,
1712,Marine and Petroleum Geology,0264-8172,03064,
1713,Marine Policy,0308-597X,03065,
1714,Marine Pollution Bulletin,0025-326X,00400,
1715,Marine Structures,0951-8339,02038,
1716,Materialia,2589-1529,18421,
1717,Materials Characterization,1044-5803,07744,Formerly known as Metallography
1718,Materials Chemistry and Physics,0254-0584,06025,Formerly known as Materials Chemistry
1719,Materials & Design,0264-1275,03066,Formerly known as Materials & Design (1980-2015)
1720,Materials Letters,0167-577X,05208,
1721,Materials Letters: X,2590-1508,18466,
1722,Materials Research Bulletin,0025-5408,00313,
1723,Materials Science for Energy Technologies,2589-2991,18425,
1724,Materials Science and Engineering: A,0921-5093,06026,Formerly part of Materials Science and Engineering
1725,Materials Science and Engineering: B,0921-5107,06027,Formerly part of Materials Science and Engineering
1726,Materials Science and Engineering: C,0928-4931,06028,Formerly part of Materials Science Reports; Incorporating Supramolecular Science
1727,Materials Science and Engineering: R: Reports,0927-796X,06029,Formerly part of Materials Science Reports
1728,Materials Science in Semiconductor Processing,1369-8001,01030,
1729,Materials Today,1369-7021,03069,
1730,Materials Today Advances,2590-0498,30035,
1731,Materials Today Bio,2590-0064,30005,
1732,Materials Today Chemistry,2468-5194,18364,
1733,Materials Today Communications,2352-4928,18084,
1734,Materials Today Energy,2468-6069,18368,
1735,Materials Today Nano,2588-8420,18409,
1736,Materials Today Physics,2542-5293,18391,
1737,Materials Today: Proceedings,2214-7853,18050,
1738,Materials Today Sustainability,2589-2347,18422,
1739,Mathematical Biosciences,0025-5564,07741,
1740,Mathematical Social Sciences,0165-4896,05410,
1741,Mathematics and Computers in Simulation,0378-4754,05296,
1742,Matrix Biology,0945-053X,05547,Formerly known as Matrix
1743,Matrix Biology Plus,2590-0285,18448,
1744,Matter,2590-2385,18948,
1745,Maturitas,0378-5122,08037,
1746,Mayo Clinic Proceedings,0025-6196,14110,
1747,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",2542-4548,18903,
1748,Measurement,0263-2241,05411,Incorporating Industrial Metrology
1749,Measurement: Sensors,2665-9174,30127,
1750,Meat Science,0309-1740,02040,
1751,Mechanical Systems and Signal Processing,0888-3270,12661,
1752,Mechanics of Materials,0167-6636,05210,
1753,Mechanics Research Communications,0093-6413,00374,
1754,Mechanism and Machine Theory,0094-114X,00303,Formerly known as Journal of Mechanisms
1755,Mechanisms of Ageing and Development,0047-6374,08038,
1756,Mechanisms of Development,0925-4773,08039,Formerly known as Cell Differentiation and Development
1757,Mechatronics,0957-4158,00933,
1758,Médecine de Catastrophe - Urgences Collectives,1279-8479,80043,Formerly known as Urgences Médicales
1759,Médecine & Droit,1246-7391,09046,
1760,Médecine et Maladies Infectieuses,0399-077X,09073,
1761,Médecine des Maladies Métaboliques,1957-2557,09377,
1762,Médecine Nucléaire,0928-1258,09149,
1763,Médecine Palliative,1636-6522,15102,
1764,Médecine du Sommeil,1769-4493,15859,
1765,Medical Clinics of North America,0025-7125,13238,
1766,Medical Dosimetry,0958-3947,07539,
1767,Medical Engineering & Physics,1350-4533,03068,Formerly known as Journal of Biomedical Engineering
1768,Medical Hypotheses,0306-9877,12718,
1769,Medical Image Analysis,1361-8415,05559,
1770,Medical Journal Armed Forces India,0377-1237,08773,
1771,Medical Mycology Case Reports,2211-7539,08797,
1772,Medicina Clínica,0025-7753,15716,
1773,Medicina Clínica (English Edition),2387-0206,16371,
1774,Medicina Clínica Práctica,2603-9249,16459,
1775,Medicina de Familia. SEMERGEN,1138-3593,15732,
1776,Medicina Intensiva,0210-5691,15726,
1777,Medicina Intensiva (English Edition),2173-5727,15959,
1778,Medicina Reproductiva y Embriología Clínica,2340-9320,16828,
1779,Medicine,1357-3039,04265,
1780,Medicine in Drug Discovery,2590-0986,30064,
1781,Medicine in Microecology,2590-0978,30065,
1782,Medicine in Novel Technology and Devices,2590-0935,30063,
1783,Medicine - Programa de Formación Médica Continuada Acreditado,0304-5412,15736,
1784,Membrane Technology,0958-2118,02095,
1785,Mendeleev Communications,0959-9436,08605,
1786,Mental Health and Physical Activity,1755-2966,05607,
1787,Mental Health & Prevention,2212-6570,10505,
1788,Meta Gene,2214-5400,08833,
1789,Metabolic Engineering,1096-7176,12089,
1790,Metabolic Engineering Communications,2214-0301,10183,
1791,Metabolism,0026-0495,13252,
1792,Metabolism Open,2589-9368,18940,
1793,Metal Powder Report,0026-0657,02097,
1794,Methods,1046-2023,12092,Incorporating Neuroprotocols and ImmunoMethods
1795,Methods in Psychology,2590-2601,30115,
1796,MethodsX,2215-0161,17063,
1797,Micro and Nano Engineering,2590-0072,30004,
1798,Microbes and Infection,1286-4579,09047,"Incorporating Annales de l'Institut Pasteur. Immunologie, Annales de l'Institut Pasteur. Virologie, Bulletin de l'Institut Pasteur, Research in Immunology and Research in Virology"
1799,Microbial Pathogenesis,0882-4010,12658,
1800,Microbial Risk Analysis,2352-3522,18159,
1801,Microbiological Research,0944-5013,10011,Formerly known as Zentralblatt für Mikrobiologie
1802,Microchemical Journal,0026-265X,05555,
1803,Microelectronic Engineering,0167-9317,05298,
1804,Microelectronics Journal,0026-2692,02094,
1805,Microelectronics Reliability,0026-2714,00274,
1806,Micron,0968-4328,00475,Incorporating Electron Microscopy Reviews and Micron and Microscopica Acta
1807,Microporous and Mesoporous Materials,1387-1811,07780,Incorporating Microporous Materials and Zeolites
1808,Microprocessors and Microsystems,0141-9331,05300,Formerly known as Microprocessors
1809,Microvascular Research,0026-2862,12094,
1810,Midwifery,0266-6138,12751,
1811,Minerals Engineering,0892-6875,00837,
1812,Mitochondrion,1567-7249,05569,
1813,Molecular Aspects of Medicine,0098-2997,00457,
1814,Molecular Astrophysics,2405-6758,18182,
1815,Molecular and Biochemical Parasitology,0166-6851,05066,
1816,Molecular Catalysis,2468-8231,05166,Formerly known as Journal of Molecular Catalysis A: Chemical;
1817,Molecular Cell,1097-2765,07592,
1818,Molecular and Cellular Endocrinology,0303-7207,08040,
1819,Molecular and Cellular Neuroscience,1044-7431,12091,
1820,Molecular and Cellular Probes,0890-8508,12664,
1821,Molecular Genetics and Metabolism,1096-7192,12016,Formerly known as Biochemical and Molecular Medicine
1822,Molecular Genetics and Metabolism Reports,2214-4269,14154,
1823,Molecular Immunology,0161-5890,00253,Formerly known as Immunochemistry
1824,Molecular Metabolism,2212-8778,10507,
1825,Molecular Phylogenetics and Evolution,1055-7903,12093,
1826,Molecular Plant,1674-2052,18762,
1827,Molecular Therapy,1525-0016,12877,
1828,Molecular Therapy - Methods & Clinical Development,2329-0501,18892,
1829,Molecular Therapy - Nucleic Acids,2162-2531,18891,
1830,Molecular Therapy - Oncolytics,2372-7705,18888,
1831,Morphologie,1286-0115,15591,
1832,Motricité Cérébrale,0245-5919,15654,
1833,Multiple Sclerosis and Related Disorders,2211-0348,08776,
1834,Musculoskeletal Science and Practice,2468-7812,12750,Formerly known as Manual Therapy
1835,Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis,0027-5107,05069,
1836,Mutation Research/Genetic Toxicology and Environmental Mutagenesis,1383-5718,05073,"Incorporating Mutation Research Letters, Mutation Research/Environmental Mutagenesis and Related Subjects and Mutation Research/Genetic Toxicology"
1837,Mutation Research/Reviews in Mutation Research,1383-5742,05074,Formerly known as Mutation Research/Reviews in Genetic Toxicology
1838,Mycoscience,1340-3540,10141,
1839,Nano Communication Networks,1878-7789,08710,
1840,Nano Energy,2211-2855,12947,
1841,Nano Materials Science,2589-9651,30001,
1842,Nano-Structures & Nano-Objects,2352-507X,18078,
1843,Nano Today,1748-0132,04085,
1844,NanoImpact,2452-0748,18267,
1845,"Nanomedicine: Nanotechnology, Biology and Medicine",1549-9634,13363,
1846,Nanotechnology and Precision Engineering,2589-5540,18436,
1847,Natural Gas Industry B,2352-8540,18118,
1848,NDT & E International,0963-8695,03072,Formerly known as NDT International
1849,Nefrología,0211-6995,16374,
1850,Nefrología (English Edition),2013-2514,16375,
1851,Neoplasia,1476-5586,14193,
1852,Néphrologie & Thérapeutique,1769-7255,09354,
1853,Network Security,1353-4858,02158,
1854,Neural Networks,0893-6080,00841,
1855,Neurobiology of Aging,0197-4580,07541,
1856,Neurobiology of Disease,0969-9961,12095,
1857,Neurobiology of Learning and Memory,1074-7427,12098,Formerly known as Behavioral and Neural Biology
1858,Neurobiology of Pain,2452-073X,18890,
1859,Neurobiology of Sleep and Circadian Rhythms,2451-9944,18856,
1860,Neurobiology of Stress,2352-2895,18751,
1861,Neurochemistry International,0197-0186,00643,
1862,Neurochirurgie,0028-3770,15630,
1863,Neurocirugía,1130-1473,15970,
1864,Neurocirugía (English Edition),2529-8496,16438,
1865,Neurocomputing,0925-2312,05301,
1866,NeuroImage,1053-8119,12097,
1867,NeuroImage: Clinical,2213-1582,13463,
1868,Neuroimaging Clinics of North America,1052-5149,13090,
1869,Neurología,0213-4853,15771,
1870,Neurología Argentina,1853-0028,15775,
1871,Neurología (English Edition),2173-5808,15772,
1872,Neurologic Clinics,0733-8619,13312,
1873,"Neurology, Psychiatry and Brain Research",0941-9500,10071,
1874,Neuromuscular Disorders,0960-8966,00973,
1875,Neuron,0896-6273,07593,
1876,Neuropeptides,0143-4179,12719,
1877,Neuropharmacology,0028-3908,00279,Formerly known as International Journal of Neuropharmacology
1878,Neurophysiologie Clinique,0987-7053,09051,Formerly known as Revue d'Electroencéphalographie et de Neurophysiologie Clinique
1879,Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,09093,
1880,Neuropsychologia,0028-3932,00247,
1881,Neuroscience,0306-4522,00468,
1882,Neuroscience & Biobehavioral Reviews,0149-7634,00831,Formerly known as Biobehavioral Reviews
1883,Neuroscience Letters,0304-3940,08042,
1884,Neuroscience Research,0168-0102,08043,Incorporating Neuroscience Research Supplements
1885,Neurosurgery Clinics of North America,1042-3680,13093,
1886,NeuroToxicology,0161-813X,05577,
1887,Neurotoxicology and Teratology,0892-0362,07544,
1888,New Astronomy,1384-1076,05450,
1889,New Astronomy Reviews,1387-6473,00426,Formerly known as Vistas in Astronomy
1890,New Biotechnology,1871-6784,05042,Formerly known as Biomolecular Engineering
1891,New Carbon Materials,1872-5805,08599,
1892,New Ideas in Psychology,0732-118X,00678,
1893,New Microbes and New Infections,2052-2975,18104,
1894,New Scientist,0262-4079,NEWS,
1895,NFS Journal,2352-3646,10519,
1896,Nitric Oxide,1089-8603,12099,
1897,NJAS - Wageningen Journal of Life Sciences,1573-5214,08656,
1898,Non-coding RNA Research,2468-0540,18320,
1899,Nonlinear Analysis,0362-546X,02279,
